Data,Dia da Semana,Hora Exata,Turno,Numero_Partida_No_Dia,Streak_Atual,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_ID,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Diferenca_MR,Nivel_Oponente,Arquetipo_Oponente,Tier_Oponente,Mirror_Match,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-14,Quinta-feira,17:08,Tarde,30,3,Ranqueada,Player 2,Vitória 🏆,1 x 2,KBM! Kyuki,Terry,1782,9,1377315476,Cell-PC,Akuma,Classic,1793,11,Similar,Shoto,A,False,Não,D-V-V,"Normal, Super Art (SA)",Normal
2026-05-14,Quinta-feira,17:06,Tarde,29,2,Ranqueada,Player 2,Vitória 🏆,1 x 2,KBM! Kyuki,Terry,1773,3,1377315476,Cell-PC,Akuma,Classic,1802,29,Similar,Shoto,A,False,Sim,V-D-V,"Normal, Normal",Normal
2026-05-14,Quinta-feira,17:02,Tarde,28,1,Ranqueada,Player 1,Vitória 🏆,2 x 0,KBM! Kyuki,Terry,1770,3,3804204790,OMG | Tagmann,Ken,Classic,1519,-251,Muito Inferior,Shoto,B,False,Sim,V-V,"Super Art (SA), Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,17:00,Tarde,27,-1,Ranqueada,Player 1,Vitória 🏆,2 x 0,KBM! Kyuki,Terry,1767,-11,3804204790,OMG | Tagmann,Ken,Classic,1522,-245,Muito Inferior,Shoto,B,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-14,Quinta-feira,16:55,Tarde,26,16,Ranqueada,Player 1,Derrota ❌,1 x 2,KBM! Kyuki,Terry,1778,5,1015522922,0Vaca,Ryu,Classic,1651,-127,Inferior,Shoto,A,False,Sim,V-D-D,Super Art (SA),"Normal, Normal"
2026-05-14,Quinta-feira,16:52,Tarde,25,15,Ranqueada,Player 1,Vitória 🏆,2 x 1,KBM! Kyuki,Terry,1773,6,1015522922,0Vaca,Ryu,Classic,1656,-117,Inferior,Shoto,A,False,Sim,V-D-V,"Super Art (SA), Over Drive (OD)",Normal
2026-05-14,Quinta-feira,16:47,Tarde,24,14,Ranqueada,Player 2,Vitória 🏆,0 x 2,KBM! Kyuki,Terry,1767,6,2833417876,Kaique,Blanka,Classic,1664,-103,Inferior,Unorthodox,A,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-14,Quinta-feira,16:46,Tarde,23,13,Ranqueada,Player 2,Vitória 🏆,0 x 2,KBM! Kyuki,Terry,1761,0,2833417876,Kaique,Blanka,Classic,1670,-91,Inferior,Unorthodox,A,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,16:41,Tarde,22,12,Sala Personalizada,Player 2,Vitória 🏆,0 x 2,KBM! Kyuki,Terry,1761,0,3232904775,nowa,Mai,Classic,1579,-182,Inferior,Rushdown,S,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,16:40,Tarde,21,11,Sala Personalizada,Player 2,Vitória 🏆,1 x 2,KBM! Kyuki,Terry,1761,0,3232904775,nowa,Mai,Classic,1579,-182,Inferior,Rushdown,S,False,Sim,V-D-V,"Normal, Super Art (SA)",Normal
2026-05-14,Quinta-feira,16:38,Tarde,20,10,Sala Personalizada,Player 2,Vitória 🏆,0 x 2,KBM! Kyuki,Terry,1761,-252,3232904775,nowa,Mai,Classic,1579,-182,Inferior,Rushdown,S,False,Sim,V-V,"Over Drive (OD), Normal",Nenhum
