Data,Dia da Semana,Hora Exata,Turno,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-07,Quinta-feira,19:39,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1890,6,ZSF Zydani,Marisa,Classic,1906,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-07,Quinta-feira,19:34,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1884,7,RocksteadyBR,Blanka,Classic,1805,Sim,V-D-V,"Normal, Normal",Normal
2026-05-07,Quinta-feira,19:31,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1877,-10,RocksteadyBR,Blanka,Classic,1812,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-07,Quinta-feira,19:28,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1887,-7,RocksteadyBR,Blanka,Classic,1802,Não,D-V-D,Perfect,"Normal, Normal"
2026-05-06,Quarta-feira,20:41,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1894,9,ZSF Zydani,Marisa,Classic,1918,Não,D-V-D,Normal,"Normal, Normal"
2026-05-06,Quarta-feira,20:38,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1885,-7,ZSF Zydani,Marisa,Classic,1927,Sim,V-D-V,"Normal, Normal",Normal
2026-05-06,Quarta-feira,20:35,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1892,7,ZSF Zydani,Marisa,Classic,1920,Não,D-V-D,Normal,"Super Art (SA), Normal"
2026-05-06,Quarta-feira,20:30,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1885,7,suna,A.K.I.,Classic,1820,Sim,V-D-V,"Normal, Normal",Super Art (SA)
2026-05-06,Quarta-feira,20:27,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1878,7,suna,A.K.I.,Classic,1827,Sim,V-V,"Normal, Normal",Nenhum
2026-05-06,Quarta-feira,20:23,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1871,-9,YTBChaolin,Ken,Classic,1833,Não,D-V-V,"Over Drive (OD), Normal",Normal
2026-05-06,Quarta-feira,20:19,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1880,7,YTBChaolin,Ken,Classic,1824,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-06,Quarta-feira,20:17,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1873,7,YTBChaolin,Ken,Classic,1831,Sim,V-V,"Super Art (SA), Normal",Nenhum
2026-05-06,Quarta-feira,20:14,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1866,8,HickzX,Kimberly,Classic,1835,Sim,V-D-V,"Normal, Over Drive (OD)",Over Drive (OD)
2026-05-06,Quarta-feira,20:11,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1858,-9,HickzX,Kimberly,Classic,1843,Sim,V-D-V,"Normal, Super Art (SA)",Perfect
2026-05-06,Quarta-feira,20:09,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1867,7,HickzX,Kimberly,Classic,1834,Não,D-D,Nenhum,"Normal, Chip Damage (C)"
2026-05-06,Quarta-feira,20:06,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1860,7,KzThierry,Elena,Classic,1813,Sim,V-D-V,"Super Art (SA), Super Art (SA)",Normal
2026-05-06,Quarta-feira,20:03,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1853,10,KzThierry,Elena,Classic,1820,Sim,V-V,"Over Drive (OD), Normal",Nenhum
2026-05-06,Quarta-feira,19:59,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1843,-7,ZSF Caio Cesar,Mai,Classic,1915,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-06,Quarta-feira,19:57,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1850,10,ZSF Caio Cesar,Mai,Classic,1908,Não,D-D,Nenhum,"Normal, Normal"
2026-05-06,Quarta-feira,19:56,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1840,8,ZSF Caio Cesar,Mai,Classic,1918,Sim,V-D-V,"Normal, Normal",Super Art (SA)
2026-05-06,Quarta-feira,19:51,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1832,8,IW | Maxi07,Blanka,Classic,1829,Sim,V-V,"Normal, Critical Art (CA)",Nenhum
2026-05-06,Quarta-feira,19:49,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1824,7,IW | Maxi07,Blanka,Classic,1837,Sim,V-D-V,"Normal, Super Art (SA)",Normal
2026-05-06,Quarta-feira,19:45,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1817,7,PERIGOdasPROMO,Akuma,Modern,1772,Não,D-V-V,"Super Art (SA), Over Drive (OD)",Normal
2026-05-06,Quarta-feira,19:42,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1810,-9,PERIGOdasPROMO,Akuma,Modern,1779,Sim,V-V,"Normal, Normal",Nenhum
2026-05-06,Quarta-feira,19:40,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1819,8,PERIGOdasPROMO,Akuma,Modern,1770,Não,D-D,Nenhum,"Normal, Critical Art (CA)"
2026-05-06,Quarta-feira,19:36,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1811,9,YTBChaolin,Ken,Classic,1829,Sim,V-V,"Normal, Normal",Nenhum
2026-05-06,Quarta-feira,19:34,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1802,8,YTBChaolin,Ken,Classic,1838,Sim,V-V,"Normal, Normal",Nenhum
2026-05-06,Quarta-feira,19:30,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1794,9,KzThierry,Elena,Classic,1808,Não,D-V-V,"Normal, Normal",Super Art (SA)
2026-05-06,Quarta-feira,19:27,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1785,7,KzThierry,Elena,Classic,1817,Sim,V-V,"Normal, Normal",Nenhum
2026-05-06,Quarta-feira,19:25,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1778,7,IronHeart,Zangief,Classic,1729,Não,D-V-V,"Super Art (SA), Normal",Over Drive (OD)
2026-05-06,Quarta-feira,19:22,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1771,6,IronHeart,Zangief,Classic,1736,Não,D-V-V,"Normal, Normal",Normal
2026-05-06,Quarta-feira,19:19,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1765,6,Ítalo,Juri,Classic,1676,Sim,V-D-V,"Over Drive (OD), Super Art (SA)",Critical Art (CA)
2026-05-06,Quarta-feira,19:16,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1759,7,Ítalo,Juri,Classic,1682,Sim,V-V,"Normal, Normal",Nenhum
2026-05-06,Quarta-feira,19:14,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1752,8,IronHeart,Zangief,Classic,1729,Não,D-V-V,"Normal, Super Art (SA)",Normal
2026-05-06,Quarta-feira,19:11,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1744,-9,IronHeart,Zangief,Classic,1737,Sim,V-D-V,"Normal, Over Drive (OD)",Normal
2026-05-06,Quarta-feira,19:08,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1753,8,SDD_JacintoGod,Marisa,Classic,1731,Não,D-V-D,Over Drive (OD),"Normal, Super Art (SA)"
2026-05-06,Quarta-feira,19:05,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1745,-9,SDD_JacintoGod,Marisa,Classic,1739,Sim,V-V,"Normal, Perfect",Nenhum
2026-05-06,Quarta-feira,19:04,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1754,-8,SDD_JacintoGod,Marisa,Classic,1730,Não,D-V-D,Normal,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,21:18,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1762,-8,Ale Maaseik,A.K.I.,Classic,1770,Não,D-D,Nenhum,"Normal, Normal"
2026-05-05,Terça-feira,21:16,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1770,-7,Ale Maaseik,A.K.I.,Classic,1762,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,21:14,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1777,-8,YTBChaolin,Ken,Classic,1809,Não,D-V-D,Normal,"Over Drive (OD), Normal"
2026-05-05,Terça-feira,21:11,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1785,8,YTBChaolin,Ken,Classic,1801,Sim,V-D-D,Super Art (SA),"Normal, Super Art (SA)"
2026-05-05,Terça-feira,21:07,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1777,8,Bankai,Ken,Classic,1758,Não,D-V-V,"Normal, Normal",Normal
2026-05-05,Terça-feira,21:05,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1769,-8,Bankai,Ken,Classic,1766,Sim,V-V,"Normal, Normal",Nenhum
2026-05-05,Terça-feira,21:03,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1777,8,CapangaDoSapo1,Sagat,Classic,1764,Não,D-D,Nenhum,"Normal, Critical Art (CA)"
2026-05-05,Terça-feira,21:01,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1769,-8,CapangaDoSapo1,Sagat,Classic,1772,Não,D-V-V,"Normal, Perfect",Normal
2026-05-05,Terça-feira,20:58,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1777,9,CapangaDoSapo1,Sagat,Classic,1764,Não,D-V-D,Normal,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,20:53,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1768,9,Ale Maaseik,A.K.I.,Classic,1793,Sim,V-D-V,"Normal, Super Art (SA)",Normal
2026-05-05,Terça-feira,20:50,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1759,-9,Ale Maaseik,A.K.I.,Classic,1802,Sim,V-D-V,"Normal, Normal",Normal
2026-05-05,Terça-feira,20:46,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1768,-9,Kazu,Cammy,Classic,1746,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,20:44,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1777,-11,Kazu,Cammy,Classic,1737,Não,D-D,Nenhum,"Normal, Normal"
2026-05-05,Terça-feira,20:38,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1788,-11,KiwiMol,Zangief,Classic,1653,Não,D-D,Nenhum,"Normal, Normal"
2026-05-05,Terça-feira,20:36,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1799,8,KiwiMol,Zangief,Classic,1642,Não,D-V-D,Chip Damage (C),"Super Art (SA), Critical Art (CA)"
2026-05-05,Terça-feira,20:31,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1791,8,Ale Maaseik,A.K.I.,Classic,1795,Sim,V-V,"Normal, Normal",Nenhum
2026-05-05,Terça-feira,20:29,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1783,-6,Ale Maaseik,A.K.I.,Classic,1803,Sim,V-V,"Normal, Normal",Nenhum
2026-05-05,Terça-feira,20:27,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1789,-7,Lily,Lily,Modern,1867,Não,D-V-D,Normal,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,20:25,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1796,-7,Lily,Lily,Modern,1860,Não,D-D,Nenhum,"Over Drive (OD), Over Drive (OD)"
2026-05-05,Terça-feira,20:22,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1803,-7,Salvatore,Cammy,Classic,1859,Não,D-V-D,Critical Art (CA),"Normal, Normal"
2026-05-05,Terça-feira,20:19,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1810,10,Salvatore,Cammy,Classic,1852,Não,D-D,Nenhum,"Perfect, Super Art (SA)"
2026-05-05,Terça-feira,20:16,Noite,Ranqueada,Player 1,Vitória 🏆,2 x 0,ZSF | Winter 冬,Elena,1800,-6,GuillerBR,Guile,Classic,1878,Sim,V-V,"Super Art (SA), Normal",Nenhum
2026-05-05,Terça-feira,20:13,Noite,Ranqueada,Player 1,Derrota ❌,1 x 2,ZSF | Winter 冬,Elena,1806,10,GuillerBR,Guile,Classic,1872,Sim,V-D-D,Time Over,"Normal, Normal"
2026-05-05,Terça-feira,20:09,Noite,Ranqueada,Player 1,Vitória 🏆,2 x 0,ZSF | Winter 冬,Elena,1796,-7,GuillerBR,Guile,Classic,1882,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-05,Terça-feira,19:58,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1803,-8,Lily,Lily,Modern,1840,Sim,V-D-D,Normal,"Normal, Chip Damage (C)"
2026-05-05,Terça-feira,19:56,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1811,6,Lily,Lily,Modern,1832,Não,D-V-D,Normal,"Perfect, Normal"
2026-05-05,Terça-feira,19:51,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1805,6,1JZ-,Sagat,Classic,1714,Sim,V-V,"Super Art (SA), Normal",Nenhum
2026-05-05,Terça-feira,19:49,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1799,5,1JZ-,Sagat,Classic,1720,Não,D-V-V,"Over Drive (OD), Normal",Normal
2026-05-05,Terça-feira,19:43,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1794,-12,KiwiMol,Zangief,Classic,1651,Sim,V-D-V,"Normal, Super Art (SA)",Normal
2026-05-05,Terça-feira,19:41,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1806,5,KiwiMol,Zangief,Classic,1639,Não,D-V-D,Normal,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,19:37,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1801,-5,KiwiMol,Zangief,Classic,1644,Não,D-V-V,"Normal, Over Drive (OD)",Normal
2026-05-05,Terça-feira,19:32,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1806,-5,Shaka,Dhalsim,Classic,1938,Não,D-D,Nenhum,"Normal, Normal"
2026-05-05,Terça-feira,19:30,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1811,-8,Shaka,Dhalsim,Classic,1933,Não,D-V-D,Normal,"Normal, Normal"
2026-05-05,Terça-feira,19:26,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1819,-8,Gui_,JP,Classic,1837,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,19:23,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1827,8,Gui_,JP,Classic,1829,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-05,Terça-feira,19:21,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1819,-9,Gui_,JP,Classic,1837,Não,D-V-V,"Normal, Normal",Normal
2026-05-05,Terça-feira,19:16,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1828,-10,NotleLinc,Ryu,Classic,1778,Não,D-D,Nenhum,"Super Art (SA), Normal"
2026-05-05,Terça-feira,19:14,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1838,7,NotleLinc,Ryu,Classic,1768,Não,D-D,Nenhum,"Normal, Critical Art (CA)"
2026-05-05,Terça-feira,19:11,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1831,-9,YTBChaolin,Ken,Classic,1796,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-05,Terça-feira,19:09,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1840,7,YTBChaolin,Ken,Classic,1787,Não,D-D,Nenhum,"Perfect, Normal"
2026-05-05,Terça-feira,19:07,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1833,7,YTBChaolin,Ken,Classic,1794,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,21:03,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1826,8,HickzX,Kimberly,Classic,1790,Sim,V-D-V,"Super Art (SA), Perfect",Over Drive (OD)
2026-05-04,Segunda-feira,21:01,Noite,Ranqueada,Player 2,Vitória 🏆,1 x 2,ZSF | Winter 冬,Elena,1818,-9,HickzX,Kimberly,Classic,1798,Não,D-V-V,"Normal, Super Art (SA)",Super Art (SA)
2026-05-04,Segunda-feira,20:58,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1827,-11,HickzX,Kimberly,Classic,1789,Não,D-V-D,Normal,"Over Drive (OD), Super Art (SA)"
2026-05-04,Segunda-feira,20:53,Noite,Ranqueada,Player 2,Derrota ❌,2 x 0,ZSF | Winter 冬,Elena,1838,-12,InevitableDSRE,Juri,Classic,1696,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-04,Segunda-feira,20:51,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1850,5,InevitableDSRE,Juri,Classic,1684,Não,D-V-D,Normal,"Normal, Normal"
2026-05-04,Segunda-feira,20:48,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1845,7,InevitableDSRE,Juri,Classic,1689,Sim,V-V,"Over Drive (OD), Critical Art (CA)",Nenhum
2026-05-04,Segunda-feira,20:45,Noite,Ranqueada,Player 2,Vitória 🏆,0 x 2,ZSF | Winter 冬,Elena,1838,-9,YTBChaolin,Ken,Classic,1811,Sim,V-V,"Over Drive (OD), Normal",Nenhum
2026-05-04,Segunda-feira,20:43,Noite,Ranqueada,Player 2,Derrota ❌,2 x 1,ZSF | Winter 冬,Elena,1847,7,YTBChaolin,Ken,Classic,1802,Não,D-V-D,Normal,"Normal, Normal"
