Data,Dia da Semana,Hora Exata,Turno,Numero_Partida_No_Dia,Streak_Atual,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_ID,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Diferenca_MR,Nivel_Oponente,Arquetipo_Oponente,Tier_Oponente,Mirror_Match,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-13,Quarta-feira,23:05,Noite,81,-1,Sala Personalizada,Player 1,Derrota ❌,0 x 2,NotPedro,Sagat,2020,61,3631316984,KBM! Kyuki,JP,Classic,1992,-28,Similar,Zoner,S,False,Não,D-D,Nenhum,"Super Art (SA), Normal"
2026-05-13,Quarta-feira,23:02,Noite,80,2,Sala Personalizada,Player 1,Derrota ❌,0 x 2,NotPedro,Ken,1959,0,3631316984,KBM! Kyuki,JP,Classic,1992,33,Similar,Zoner,S,False,Não,D-D,Nenhum,"Chip Damage (C), Super Art (SA)"
2026-05-13,Quarta-feira,22:40,Noite,79,1,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,NotPedro,Ken,1959,0,2637440966,TomzinMilgrau,JP,Classic,1970,11,Similar,Zoner,S,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,22:38,Noite,78,-2,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,NotPedro,Ken,1959,227,2637440966,TomzinMilgrau,JP,Classic,1970,11,Similar,Zoner,S,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,22:11,Noite,77,-1,Ranqueada,Player 1,Derrota ❌,1 x 2,NotPedro,Terry,1732,-4,2828990287,KzThierry,Elena,Classic,1912,180,Muito Superior,Unorthodox,C,False,Não,D-V-D,Normal,"Normal, Super Art (SA)"
2026-05-13,Quarta-feira,22:07,Noite,76,3,Ranqueada,Player 1,Derrota ❌,1 x 2,NotPedro,Terry,1736,12,2828990287,KzThierry,Elena,Classic,1908,172,Muito Superior,Unorthodox,C,False,Sim,V-D-D,Normal,"Super Art (SA), Normal"
2026-05-13,Quarta-feira,22:05,Noite,75,2,Ranqueada,Player 1,Vitória 🏆,2 x 1,NotPedro,Terry,1724,-235,2828990287,KzThierry,Elena,Classic,1920,196,Muito Superior,Unorthodox,C,False,Sim,V-D-V,"Normal, Normal",Over Drive (OD)
2026-05-13,Quarta-feira,21:45,Noite,74,1,Sala Personalizada,Player 1,Vitória 🏆,2 x 1,NotPedro,Ken,1959,0,2072437349,NieL_,Akuma,Classic,1823,-136,Inferior,Shoto,A,False,Não,D-V-V,"Normal, Super Art (SA)",Super Art (SA)
2026-05-13,Quarta-feira,21:42,Noite,73,-2,Sala Personalizada,Player 1,Vitória 🏆,2 x 1,NotPedro,Ken,1959,0,2072437349,NieL_,Akuma,Classic,1823,-136,Inferior,Shoto,A,False,Sim,V-D-V,"Normal, Super Art (SA)",Normal
2026-05-13,Quarta-feira,21:31,Noite,72,-1,Sala Personalizada,Player 1,Derrota ❌,1 x 2,NotPedro,Ken,1959,0,2732379476,HorusPaulin,Jamie,Classic,1857,-102,Inferior,All-Rounder,D,False,Sim,V-D-D,Normal,"Normal, Over Drive (OD)"
