Data,Dia da Semana,Hora Exata,Turno,Numero_Partida_No_Dia,Streak_Atual,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_ID,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Diferenca_MR,Nivel_Oponente,Arquetipo_Oponente,Tier_Oponente,Mirror_Match,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-10,Domingo,21:21,Noite,58,-1,Ranqueada,Player 1,Derrota ❌,1 x 2,Andrey,C. Viper,0,0,3012743108,Frenzy Virus,Ryu,Classic,0,0,Similar,Shoto,A,False,Não,D-V-D,Critical Art (CA),"Normal, Perfect"
2026-05-10,Domingo,21:19,Noite,57,3,Ranqueada,Player 1,Derrota ❌,0 x 2,Andrey,C. Viper,0,0,3012743108,Frenzy Virus,Ryu,Classic,0,0,Similar,Shoto,A,False,Não,D-D,Nenhum,"Normal, Normal"
2026-05-10,Domingo,21:16,Noite,56,2,Ranqueada,Player 2,Vitória 🏆,1 x 2,Andrey,C. Viper,0,0,3986447391,Dpavaosantos,Ryu,Classic,0,0,Similar,Shoto,A,False,Não,D-V-V,"Chip Damage (C), Normal",Normal
2026-05-10,Domingo,21:13,Noite,55,1,Ranqueada,Player 1,Vitória 🏆,2 x 1,Andrey,C. Viper,0,0,1922583407,Lufe,Alex,Classic,0,0,Similar,Grappler,B,False,Sim,V-D-V,"Normal, Normal",Normal
2026-05-10,Domingo,21:10,Noite,54,-1,Ranqueada,Player 1,Vitória 🏆,2 x 1,Andrey,C. Viper,0,0,1922583407,Lufe,Alex,Classic,0,0,Similar,Grappler,B,False,Não,D-V-V,"Normal, Normal",Normal
2026-05-10,Domingo,21:07,Noite,53,1,Ranqueada,Player 1,Derrota ❌,1 x 2,Andrey,C. Viper,0,0,3225926314,Rachid Lucas,Ryu,Classic,0,0,Similar,Shoto,A,False,Não,D-V-D,Normal,"Normal, Critical Art (CA)"
2026-05-10,Domingo,21:04,Noite,52,-2,Ranqueada,Player 1,Vitória 🏆,2 x 0,Andrey,C. Viper,0,0,3225926314,Rachid Lucas,Ryu,Classic,0,0,Similar,Shoto,A,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-10,Domingo,21:03,Noite,51,-1,Ranqueada,Player 1,Derrota ❌,1 x 2,Andrey,C. Viper,0,0,3225926314,Rachid Lucas,Ryu,Classic,0,0,Similar,Shoto,A,False,Não,D-V-D,Normal,"Normal, Perfect"
2026-05-10,Domingo,21:00,Noite,50,3,Sala Personalizada,Player 2,Derrota ❌,2 x 1,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Não,D-V-D,Normal,"Normal, Normal"
2026-05-10,Domingo,20:57,Noite,49,2,Sala Personalizada,Player 2,Vitória 🏆,0 x 2,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Sim,V-V,"Super Art (SA), Normal",Nenhum
2026-05-10,Domingo,20:55,Noite,48,1,Sala Personalizada,Player 2,Vitória 🏆,1 x 2,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Não,D-V-V,"Normal, Normal",Normal
2026-05-10,Domingo,20:53,Noite,47,-4,Sala Personalizada,Player 2,Vitória 🏆,0 x 2,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-10,Domingo,20:51,Noite,46,-3,Sala Personalizada,Player 2,Derrota ❌,2 x 0,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Não,D-D,Nenhum,"Normal, Normal"
2026-05-10,Domingo,20:49,Noite,45,-2,Sala Personalizada,Player 2,Derrota ❌,2 x 1,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Sim,V-D-D,Normal,"Normal, Normal"
2026-05-10,Domingo,20:46,Noite,44,-1,Sala Personalizada,Player 2,Derrota ❌,2 x 0,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-10,Domingo,20:45,Noite,43,0,Sala Personalizada,Player 2,Derrota ❌,2 x 1,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Sim,V-D-D,Normal,"Normal, Normal"
2026-05-10,Domingo,20:41,Noite,42,-1,Ranqueada,Player 2,Empate ➖,2 x 2,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Não,D-V-V,"Normal, Empate","Normal, Empate"
2026-05-10,Domingo,20:38,Noite,41,1,Ranqueada,Player 2,Derrota ❌,2 x 1,Andrey,C. Viper,0,0,3340845398,Idonline,Sagat,Classic,0,0,Similar,All-Rounder,S,False,Sim,V-D-D,Normal,"Normal, Normal"
