Data,Dia da Semana,Hora Exata,Turno,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-04,Segunda-feira,09:02,Manhã,Sala Personalizada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Não,D-D,Nenhum,"Perfect, Super Art (SA)"
2026-05-04,Segunda-feira,09:01,Manhã,Sala Personalizada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Não,D-V-V,"Chip Damage (C), Super Art (SA)",Normal
2026-05-04,Segunda-feira,08:58,Manhã,Sala Personalizada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-04,Segunda-feira,08:56,Manhã,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,08:54,Manhã,Sala Personalizada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Não,D-D,Nenhum,"Normal, Perfect"
2026-05-04,Segunda-feira,08:52,Manhã,Sala Personalizada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Sim,V-D-V,"Normal, Over Drive (OD)",Over Drive (OD)
2026-05-04,Segunda-feira,08:49,Manhã,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Sim,V-V,"Over Drive (OD), Normal",Nenhum
2026-05-04,Segunda-feira,08:47,Manhã,Sala Personalizada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Ryu,1843,0,hikaru_shiftne,A.K.I.,Classic,1889,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-04,Segunda-feira,08:45,Manhã,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1843,10,hikaru_shiftne,A.K.I.,Classic,1889,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,08:41,Manhã,Ranqueada,Player 2,Vitória 🏆,1 x 2,Nagoya Kun,Ryu,1833,-7,hikaru_shiftne,A.K.I.,Classic,1899,Sim,V-D-V,"Normal, Chip Damage (C)",Normal
2026-05-04,Segunda-feira,08:38,Manhã,Ranqueada,Player 2,Derrota ❌,2 x 1,Nagoya Kun,Ryu,1840,10,hikaru_shiftne,A.K.I.,Classic,1892,Sim,V-D-D,Normal,"Super Art (SA), Normal"
2026-05-04,Segunda-feira,08:35,Manhã,Ranqueada,Player 2,Vitória 🏆,1 x 2,Nagoya Kun,Ryu,1830,-7,hikaru_shiftne,A.K.I.,Classic,1902,Sim,V-D-V,"Over Drive (OD), Super Art (SA)",Super Art (SA)
2026-05-04,Segunda-feira,08:33,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Ryu,1837,-8,ll Moke ll,Mai,Classic,1866,Sim,V-D-D,Chip Damage (C),"Super Art (SA), Over Drive (OD)"
2026-05-04,Segunda-feira,08:30,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Ryu,1845,7,ll Moke ll,Mai,Classic,1858,Sim,V-D-D,Normal,"Normal, Normal"
2026-05-04,Segunda-feira,08:27,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1838,8,さうたむ | 3S,Cammy,Classic,1807,Sim,V-V,"Super Art (SA), Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,08:25,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1830,-7,さうたむ | 3S,Cammy,Classic,1815,Sim,V-V,"Perfect, Critical Art (CA)",Nenhum
2026-05-04,Segunda-feira,08:15,Manhã,Ranqueada,Player 2,Derrota ❌,2 x 1,Nagoya Kun,Ryu,1837,-8,yama_ps5,A.K.I.,Classic,1861,Sim,V-D-D,Normal,"Super Art (SA), Critical Art (CA)"
2026-05-04,Segunda-feira,08:12,Manhã,Ranqueada,Player 2,Derrota ❌,2 x 1,Nagoya Kun,Ryu,1845,8,yama_ps5,A.K.I.,Classic,1853,Sim,V-D-D,Normal,"Normal, Normal"
2026-05-04,Segunda-feira,07:28,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Ryu,1837,8,fumi39dc_pc,Cammy,Classic,1836,Sim,V-D-V,"Super Art (SA), Over Drive (OD)",Super Art (SA)
2026-05-04,Segunda-feira,07:26,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1829,7,fumi39dc_pc,Cammy,Classic,1844,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,07:12,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1822,7,matsu,Ed,Classic,1770,Sim,V-V,"Over Drive (OD), Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,07:10,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1815,7,matsu,Ed,Classic,1777,Sim,V-V,"Normal, Normal",Nenhum
2026-05-04,Segunda-feira,07:05,Manhã,Ranqueada,Player 2,Vitória 🏆,0 x 2,Nagoya Kun,Ryu,1808,7,nエヌn,A.K.I.,Modern,1765,Sim,V-V,"Normal, Chip Damage (C)",Nenhum
2026-05-04,Segunda-feira,07:03,Manhã,Ranqueada,Player 2,Vitória 🏆,0 x 2,Nagoya Kun,Ryu,1801,-8,nエヌn,A.K.I.,Modern,1772,Sim,V-V,"Normal, Normal",Nenhum
2026-05-04,Segunda-feira,07:01,Manhã,Ranqueada,Player 2,Derrota ❌,2 x 1,Nagoya Kun,Ryu,1809,-9,したか。,Terry,Classic,1796,Não,D-V-D,Perfect,"Normal, Normal"
2026-05-04,Segunda-feira,06:58,Manhã,Ranqueada,Player 2,Derrota ❌,2 x 0,Nagoya Kun,Ryu,1818,8,したか。,Terry,Classic,1787,Não,D-D,Nenhum,"Normal, Normal"
2026-05-04,Segunda-feira,06:54,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1810,9,kuromame,Luke,Modern,1814,Sim,V-V,"Normal, Perfect",Nenhum
2026-05-04,Segunda-feira,06:53,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1801,8,kuromame,Luke,Modern,1823,Sim,V-V,"Normal, Chip Damage (C)",Nenhum
2026-05-04,Segunda-feira,06:51,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Ryu,1793,8,まかつ。,Mai,Classic,1779,Sim,V-D-V,"Normal, Perfect",Over Drive (OD)
2026-05-04,Segunda-feira,06:49,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Ryu,1785,3,まかつ。,Mai,Classic,1787,Não,D-V-V,"Chip Damage (C), Over Drive (OD)",Normal
2026-05-04,Segunda-feira,06:45,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Ryu,1782,1782,ラッシュ中段はジャスパ,Blanka,Classic,1529,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-04,Segunda-feira,06:44,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Ryu,0,-1918,ラッシュ中段はジャスパ,Blanka,Classic,0,Não,D-V-V,"Over Drive (OD), Super Art (SA)",Normal
2026-05-04,Segunda-feira,06:38,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1918,6,jiro,Manon,Modern,1826,Não,D-V-V,"Over Drive (OD), Super Art (SA)",Perfect
2026-05-04,Segunda-feira,06:35,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1912,-7,jiro,Manon,Modern,1832,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,06:28,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1919,-8,SBI_Hibiki,Lily,Classic,1947,Não,D-V-D,Super Art (SA),"Normal, Normal"
2026-05-04,Segunda-feira,06:26,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1927,6,SBI_Hibiki,Lily,Classic,1939,Não,D-V-D,Critical Art (CA),"Normal, Super Art (SA)"
2026-05-04,Segunda-feira,06:22,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1921,6,モダン人間,Akuma,Classic,1831,Sim,V-V,"Over Drive (OD), Super Art (SA)",Nenhum
2026-05-04,Segunda-feira,06:20,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1915,-10,モダン人間,Akuma,Classic,1837,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-04,Segunda-feira,06:19,Manhã,Ranqueada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Sagat,1925,-10,モダン人間,Akuma,Classic,1827,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-04,Segunda-feira,06:17,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1935,-10,Tony_Shuai,Mai,Classic,1865,Sim,V-D-D,Over Drive (OD),"Normal, Normal"
2026-05-04,Segunda-feira,06:13,Manhã,Ranqueada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Sagat,1945,6,Tony_Shuai,Mai,Classic,1855,Não,D-D,Nenhum,"Normal, Super Art (SA)"
2026-05-04,Segunda-feira,06:11,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1939,-8,Tony_Shuai,Mai,Classic,1861,Sim,V-V,"Normal, Normal",Nenhum
2026-05-04,Segunda-feira,06:10,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1947,-8,ひらまさ,M. Bison,Classic,1954,Não,D-V-D,Over Drive (OD),"Normal, Normal"
2026-05-04,Segunda-feira,06:07,Manhã,Ranqueada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Sagat,1955,7,ひらまさ,M. Bison,Classic,1946,Não,D-D,Nenhum,"Perfect, Normal"
2026-05-04,Segunda-feira,06:05,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1948,8,ゴトーー,Ken,Classic,1919,Não,D-V-V,"Normal, Over Drive (OD)",Super Art (SA)
2026-05-04,Segunda-feira,06:02,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1940,4,ゴトーー,Ken,Classic,1927,Sim,V-V,"Normal, Critical Art (CA)",Nenhum
2026-05-04,Segunda-feira,05:59,Madrugada,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1936,4,realgrip,Jamie,Classic,1724,Não,D-V-V,"Chip Damage (C), Super Art (SA)",Normal
2026-05-04,Segunda-feira,05:57,Madrugada,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1932,-8,realgrip,Jamie,Classic,1728,Sim,V-V,"Chip Damage (C), Critical Art (CA)",Nenhum
2026-05-04,Segunda-feira,05:51,Madrugada,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1940,8,ひらまさ,M. Bison,Classic,1929,Não,D-V-D,Normal,"Normal, Critical Art (CA)"
2026-05-04,Segunda-feira,05:49,Madrugada,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1932,-8,ひらまさ,M. Bison,Classic,1937,Sim,V-V,"Normal, Normal",Nenhum
2026-05-04,Segunda-feira,05:47,Madrugada,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1940,2,ひらまさ,M. Bison,Classic,1929,Não,D-V-D,Normal,"Super Art (SA), Super Art (SA)"
2026-05-04,Segunda-feira,05:44,Madrugada,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1938,2,SUNS,Dhalsim,Classic,1639,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-04,Segunda-feira,05:41,Madrugada,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1936,2,SUNS,Dhalsim,Classic,1641,Sim,V-V,"Normal, Chip Damage (C)",Nenhum
2026-05-04,Segunda-feira,05:36,Madrugada,Ranqueada,Player 2,Vitória 🏆,1 x 2,Nagoya Kun,Sagat,1934,6,青眼の白龍,Ryu,Classic,1625,Sim,V-D-V,"Normal, Normal",Super Art (SA)
2026-05-03,Domingo,13:34,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1928,-11,HOT丨PandaSaku,Juri,Classic,1827,Sim,V-V,"Over Drive (OD), Super Art (SA)",Nenhum
2026-05-03,Domingo,13:32,Tarde,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1939,6,HOT丨PandaSaku,Juri,Classic,1816,Não,D-V-D,Normal,"Over Drive (OD), Normal"
2026-05-03,Domingo,13:29,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1933,6,HOT丨PandaSaku,Juri,Classic,1822,Sim,V-V,"Over Drive (OD), Super Art (SA)",Nenhum
2026-05-03,Domingo,13:27,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1927,6,ランガサミ/rangasamy,Edmond Honda,Classic,1844,Sim,V-D-V,"Normal, Super Art (SA)",Normal
2026-05-03,Domingo,13:24,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1921,3,ランガサミ/rangasamy,Edmond Honda,Classic,1850,Não,D-V-V,"Normal, Normal",Normal
2026-05-03,Domingo,13:20,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1918,3,ca1m,Sagat,Modern,1674,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-03,Domingo,13:18,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1915,-9,ca1m,Sagat,Modern,1677,Não,D-V-V,"Normal, Over Drive (OD)",Super Art (SA)
2026-05-03,Domingo,13:15,Tarde,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1924,7,ウエスタン | loto6,Cammy,Classic,1869,Sim,V-D-D,Normal,"Normal, Super Art (SA)"
2026-05-03,Domingo,13:13,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1917,-9,ウエスタン | loto6,Cammy,Classic,1876,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-03,Domingo,13:11,Tarde,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1926,7,ウエスタン | loto6,Cammy,Classic,1867,Não,D-V-D,Over Drive (OD),"Normal, Super Art (SA)"
2026-05-03,Domingo,13:07,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1919,7,YANGMIAN,Terry,Classic,1882,Sim,V-D-V,"Normal, Normal",Normal
2026-05-03,Domingo,13:04,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1912,5,YANGMIAN,Terry,Classic,1889,Sim,V-V,"Normal, Normal",Nenhum
2026-05-03,Domingo,13:02,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1907,5,yasaitempura,Ed,Classic,1748,Sim,V-D-V,"Chip Damage (C), Perfect",Normal
2026-05-03,Domingo,13:00,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1902,5,yasaitempura,Ed,Classic,1753,Sim,V-V,"Chip Damage (C), Super Art (SA)",Nenhum
2026-05-03,Domingo,12:55,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1897,5,Yoga-Kinoko,Dhalsim,Classic,1755,Sim,V-V,"Normal, Normal",Nenhum
2026-05-03,Domingo,12:53,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1892,8,Yoga-Kinoko,Dhalsim,Classic,1760,Sim,V-V,"Normal, Critical Art (CA)",Nenhum
2026-05-03,Domingo,12:43,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1884,8,ゆーざー,Alex,Classic,1875,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-03,Domingo,12:41,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1876,4,ゆーざー,Alex,Classic,1883,Não,D-V-V,"Over Drive (OD), Normal",Normal
2026-05-03,Domingo,12:38,Tarde,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1872,-9,感觉在玩植物大战僵尸有没有懂的,Manon,Classic,1680,Sim,V-V,"Over Drive (OD), Over Drive (OD)",Nenhum
2026-05-03,Domingo,12:32,Tarde,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1881,-9,YANGMIAN,Terry,Classic,1859,Não,D-V-D,Normal,"Normal, Normal"
2026-05-03,Domingo,12:28,Tarde,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1890,5,YANGMIAN,Terry,Classic,1850,Sim,V-D-D,Normal,"Over Drive (OD), Normal"
2026-05-03,Domingo,11:25,Manhã,Ranqueada,Player 2,Vitória 🏆,0 x 2,Nagoya Kun,Sagat,1885,5,marifa5533,C. Viper,Modern,1724,Sim,V-V,"Normal, Normal",Nenhum
2026-05-03,Domingo,11:23,Manhã,Ranqueada,Player 2,Vitória 🏆,0 x 2,Nagoya Kun,Sagat,1880,-9,marifa5533,C. Viper,Modern,1729,Sim,V-V,"Normal, Normal",Nenhum
2026-05-03,Domingo,11:19,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1889,-10,shion,Ken,Classic,1825,Sim,V-D-D,Normal,"Super Art (SA), Perfect"
2026-05-03,Domingo,11:16,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1899,4,shion,Ken,Classic,1815,Não,D-V-D,Normal,"Normal, Over Drive (OD)"
2026-05-03,Domingo,11:02,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1895,-12,mofu,Sagat,Classic,1726,Não,D-V-V,"Normal, Super Art (SA)",Super Art (SA)
2026-05-03,Domingo,10:58,Manhã,Ranqueada,Player 1,Derrota ❌,0 x 2,Nagoya Kun,Sagat,1907,4,mofu,Sagat,Classic,1714,Não,D-D,Nenhum,"Normal, Over Drive (OD)"
2026-05-03,Domingo,10:56,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1903,6,mofu,Sagat,Classic,1718,Sim,V-V,"Super Art (SA), Normal",Nenhum
2026-05-03,Domingo,10:45,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nagoya Kun,Sagat,1897,-11,-那覇-,Dhalsim,Classic,1803,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-03,Domingo,10:42,Manhã,Ranqueada,Player 1,Derrota ❌,1 x 2,Nagoya Kun,Sagat,1908,6,-那覇-,Dhalsim,Classic,1792,Sim,V-D-D,Super Art (SA),"Normal, Chip Damage (C)"
2026-05-03,Domingo,10:39,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1902,4,-那覇-,Dhalsim,Classic,1798,Não,D-V-V,"Chip Damage (C), Normal",Normal
2026-05-03,Domingo,10:36,Manhã,Ranqueada,Player 1,Vitória 🏆,2 x 1,Nagoya Kun,Sagat,1898,4,Nbeee3,Guile,Classic,1719,Não,D-V-V,"Over Drive (OD), Super Art (SA)",Normal
