Data,Dia da Semana,Hora Exata,Turno,Numero_Partida_No_Dia,Streak_Atual,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_ID,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Diferenca_MR,Nivel_Oponente,Arquetipo_Oponente,Tier_Oponente,Mirror_Match,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-13,Quarta-feira,22:35,Noite,22,1,Sala Personalizada,Player 1,Derrota ❌,0 x 2,Nebraka,Juri,1912,0,1997833069,Maroto,Mai,Classic,1824,-88,Inferior,Rushdown,S,False,Não,D-D,Nenhum,"Over Drive (OD), Super Art (SA)"
2026-05-13,Quarta-feira,22:33,Noite,21,-1,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1912,0,1997833069,Maroto,Mai,Classic,1824,-88,Inferior,Rushdown,S,False,Sim,V-V,"Super Art (SA), Super Art (SA)",Nenhum
2026-05-13,Quarta-feira,22:31,Noite,20,2,Sala Personalizada,Player 1,Derrota ❌,1 x 2,Nebraka,Juri,1912,0,1997833069,Maroto,Mai,Classic,1824,-88,Inferior,Rushdown,S,False,Sim,V-D-D,Super Art (SA),"Normal, Normal"
2026-05-13,Quarta-feira,21:33,Noite,19,1,Sala Personalizada,Player 2,Vitória 🏆,0 x 2,Nebraka,Juri,1912,0,1211421571,Ghost,Akuma,Classic,1832,-80,Inferior,Shoto,A,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,21:31,Noite,18,-2,Sala Personalizada,Player 2,Vitória 🏆,1 x 2,Nebraka,Juri,1912,0,1211421571,Ghost,Akuma,Classic,1832,-80,Inferior,Shoto,A,False,Sim,V-D-V,"Normal, Normal",Normal
2026-05-13,Quarta-feira,21:24,Noite,17,-1,Sala Personalizada,Player 1,Derrota ❌,1 x 2,Nebraka,Juri,1912,0,3631316984,KBM! Kyuki,JP,Classic,1992,80,Superior,Zoner,S,False,Não,D-V-D,Normal,"Super Art (SA), Normal"
2026-05-13,Quarta-feira,21:20,Noite,16,6,Sala Personalizada,Player 1,Derrota ❌,0 x 2,Nebraka,Juri,1912,0,3631316984,KBM! Kyuki,JP,Classic,1992,80,Superior,Zoner,S,False,Não,D-D,Nenhum,"Normal, Critical Art (CA)"
2026-05-13,Quarta-feira,20:42,Noite,15,5,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1912,0,4125616529,ZSF | Winter 冬,Mai,Classic,1704,-208,Muito Inferior,Rushdown,S,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-13,Quarta-feira,20:40,Noite,14,4,Sala Personalizada,Player 1,Vitória 🏆,2 x 1,Nebraka,Juri,1912,0,4125616529,ZSF | Winter 冬,Mai,Classic,1704,-208,Muito Inferior,Rushdown,S,False,Sim,V-D-V,"Normal, Normal",Normal
2026-05-13,Quarta-feira,20:34,Noite,13,3,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1912,0,2322553817,Ale Maaseik,A.K.I.,Classic,1735,-177,Inferior,Unorthodox,B,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,20:32,Noite,12,2,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1912,0,2322553817,Ale Maaseik,A.K.I.,Classic,1735,-177,Inferior,Unorthodox,B,False,Sim,V-V,"Over Drive (OD), Normal",Nenhum
2026-05-13,Quarta-feira,20:21,Noite,11,1,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1912,0,3405277247,Mugoms,Ryu,Classic,1588,-324,Muito Inferior,Shoto,A,False,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-13,Quarta-feira,20:20,Noite,10,-2,Sala Personalizada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1912,-10,3405277247,Mugoms,Ryu,Classic,1588,-324,Muito Inferior,Shoto,A,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,20:13,Noite,9,-1,Ranqueada,Player 2,Derrota ❌,2 x 1,Nebraka,Juri,1922,-10,2732379476,HorusPaulin,Jamie,Classic,1831,-91,Inferior,All-Rounder,D,False,Não,D-V-D,Normal,"Normal, Normal"
2026-05-13,Quarta-feira,20:10,Noite,8,3,Ranqueada,Player 2,Derrota ❌,2 x 1,Nebraka,Juri,1932,6,2732379476,HorusPaulin,Jamie,Classic,1821,-111,Inferior,All-Rounder,D,False,Não,D-V-D,Super Art (SA),"Normal, Normal"
2026-05-13,Quarta-feira,19:07,Noite,7,2,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1926,6,3593935598,tuliomamute,Marisa,Classic,1818,-108,Inferior,Grappler,D,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-13,Quarta-feira,19:05,Noite,6,1,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1920,5,3593935598,tuliomamute,Marisa,Classic,1824,-96,Inferior,Grappler,D,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,19:02,Noite,5,-1,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1915,-12,3724451190,NãoSeEsconde,Jamie,Classic,1753,-162,Inferior,All-Rounder,D,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,19:01,Noite,4,3,Ranqueada,Player 1,Derrota ❌,0 x 2,Nebraka,Juri,1927,4,3724451190,NãoSeEsconde,Jamie,Classic,1741,-186,Inferior,All-Rounder,D,False,Não,D-D,Nenhum,"Normal, Normal"
2026-05-13,Quarta-feira,18:59,Noite,3,2,Ranqueada,Player 1,Vitória 🏆,2 x 0,Nebraka,Juri,1923,4,3724451190,NãoSeEsconde,Jamie,Classic,1745,-178,Inferior,All-Rounder,D,False,Sim,V-V,"Super Art (SA), Normal",Nenhum
2026-05-13,Quarta-feira,18:54,Noite,2,1,Ranqueada,Player 2,Vitória 🏆,0 x 2,Nebraka,Juri,1919,4,1089183075,krautrock,Akuma,Classic,1728,-191,Inferior,Shoto,A,False,Sim,V-V,"Perfect, Over Drive (OD)",Nenhum
2026-05-13,Quarta-feira,18:53,Noite,1,-1,Ranqueada,Player 2,Vitória 🏆,0 x 2,Nebraka,Juri,1915,-7,1089183075,krautrock,Akuma,Classic,1732,-183,Inferior,Shoto,A,False,Sim,V-V,"Normal, Perfect",Nenhum
2026-05-12,Terça-feira,20:56,Noite,41,1,Ranqueada,Player 2,Derrota ❌,2 x 0,Nebraka,Juri,1922,9,3518861911,Shaka,Dhalsim,Classic,1966,44,Similar,Zoner,C,False,Não,D-D,Nenhum,"Over Drive (OD), Normal"
2026-05-12,Terça-feira,20:54,Noite,40,-3,Ranqueada,Player 2,Vitória 🏆,1 x 2,Nebraka,Juri,1913,-7,3518861911,Shaka,Dhalsim,Classic,1975,62,Superior,Zoner,C,False,Não,D-V-V,"Normal, Normal",Normal
2026-05-12,Terça-feira,20:52,Noite,39,-2,Ranqueada,Player 2,Derrota ❌,2 x 0,Nebraka,Juri,1920,-8,3518861911,Shaka,Dhalsim,Classic,1968,48,Similar,Zoner,C,False,Não,D-D,Nenhum,"Super Art (SA), Normal"
