Data,Dia da Semana,Hora Exata,Turno,Numero_Partida_No_Dia,Streak_Atual,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_ID,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Diferenca_MR,Nivel_Oponente,Arquetipo_Oponente,Tier_Oponente,Mirror_Match,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-14,Quinta-feira,15:56,Tarde,25,2,Sala Personalizada,Player 2,Vitória 🏆,1 x 2,CFN Good,Cammy,1821,0,2798804873,Psycho,Kimberly,Classic,1903,82,Superior,Rushdown,B,False,Não,D-V-V,"Normal, Normal",Super Art (SA)
2026-05-14,Quinta-feira,15:52,Tarde,24,1,Sala Personalizada,Player 2,Vitória 🏆,0 x 2,CFN Good,Cammy,1821,0,2798804873,Psycho,Kimberly,Classic,1903,82,Superior,Rushdown,B,False,Sim,V-V,"Normal, Critical Art (CA)",Nenhum
2026-05-14,Quinta-feira,15:49,Tarde,23,-1,Sala Personalizada,Player 2,Vitória 🏆,0 x 2,CFN Good,Cammy,1821,0,2798804873,Psycho,Kimberly,Classic,1903,82,Superior,Rushdown,B,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,15:45,Tarde,22,6,Sala Personalizada,Player 2,Derrota ❌,2 x 1,CFN Good,Cammy,1821,4,2798804873,Psycho,Kimberly,Classic,1903,82,Superior,Rushdown,B,False,Sim,V-D-D,Over Drive (OD),"Super Art (SA), Perfect"
2026-05-14,Quinta-feira,15:29,Tarde,21,5,Ranqueada,Player 2,Vitória 🏆,0 x 2,CFN Good,Cammy,1817,4,1574315431,Mikaul,Ken,Classic,1613,-204,Muito Inferior,Shoto,B,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,15:28,Tarde,20,4,Ranqueada,Player 2,Vitória 🏆,0 x 2,CFN Good,Cammy,1813,6,1574315431,Mikaul,Ken,Classic,1617,-196,Inferior,Shoto,B,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,15:24,Tarde,19,3,Ranqueada,Player 2,Vitória 🏆,0 x 2,CFN Good,Cammy,1807,7,4292434273,SPM_Oscuridad,Kimberly,Classic,1734,-73,Inferior,Rushdown,B,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,15:23,Tarde,18,2,Ranqueada,Player 2,Vitória 🏆,0 x 2,CFN Good,Cammy,1800,8,4292434273,SPM_Oscuridad,Kimberly,Classic,1741,-59,Inferior,Rushdown,B,False,Sim,V-V,"Perfect, Super Art (SA)",Nenhum
2026-05-14,Quinta-feira,15:21,Tarde,17,1,Ranqueada,Player 2,Vitória 🏆,1 x 2,CFN Good,Cammy,1792,9,4161468169,ArroyoYo YT,Ed,Classic,1810,18,Similar,Shoto,S,False,Não,D-V-V,"Normal, Super Art (SA)",Normal
2026-05-14,Quinta-feira,15:18,Tarde,16,-1,Ranqueada,Player 2,Vitória 🏆,0 x 2,CFN Good,Cammy,1783,-8,4161468169,ArroyoYo YT,Ed,Classic,1819,36,Similar,Shoto,S,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
