Data,Dia da Semana,Hora Exata,Turno,Numero_Partida_No_Dia,Streak_Atual,Tipo Partida (Jogo),Meu_Lado,Meu_Resultado,Placar,Meu_Nome,Meu_Personagem,Meu_MR,Variacao_MR,Oponente_ID,Oponente_Nome,Oponente_Personagem,Oponente_Controle,Oponente_MR,Diferenca_MR,Nivel_Oponente,Arquetipo_Oponente,Tier_Oponente,Mirror_Match,Venceu_Primeiro_Round,Sequencia_Rounds,Meus_Golpes_Finais,Golpes_Oponente
2026-05-13,Quarta-feira,20:59,Noite,44,21,Ranqueada,Player 2,Vitória 🏆,0 x 2,Blaz 2G,Ryu,1836,5,2166466393,Chango X,Luke,Modern,1675,-161,Inferior,All-Rounder,?,False,Sim,V-V,"Super Art (SA), Perfect",Nenhum
2026-05-13,Quarta-feira,20:57,Noite,43,20,Ranqueada,Player 2,Vitória 🏆,1 x 2,Blaz 2G,Ryu,1831,5,2166466393,Chango X,Luke,Modern,1680,-151,Inferior,All-Rounder,?,False,Sim,V-D-V,"Perfect, Super Art (SA)",Super Art (SA)
2026-05-13,Quarta-feira,20:55,Noite,42,19,Ranqueada,Player 1,Vitória 🏆,2 x 0,Blaz 2G,Ryu,1826,5,2226248451,Chikle,Dee Jay,Classic,1671,-155,Inferior,Rushdown,B,False,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-13,Quarta-feira,20:53,Noite,41,18,Ranqueada,Player 1,Vitória 🏆,2 x 0,Blaz 2G,Ryu,1821,8,2226248451,Chikle,Dee Jay,Classic,1676,-145,Inferior,Rushdown,B,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,20:50,Noite,40,17,Ranqueada,Player 1,Vitória 🏆,2 x 0,Blaz 2G,Ryu,1813,8,2459983018,Tobalito,Ed,Classic,1815,2,Similar,Shoto,S,False,Sim,V-V,"Perfect, Super Art (SA)",Nenhum
2026-05-13,Quarta-feira,20:49,Noite,39,16,Ranqueada,Player 1,Vitória 🏆,2 x 1,Blaz 2G,Ryu,1805,6,2459983018,Tobalito,Ed,Classic,1823,18,Similar,Shoto,S,False,Sim,V-D-V,"Normal, Perfect",Over Drive (OD)
2026-05-13,Quarta-feira,20:45,Noite,38,15,Ranqueada,Player 1,Vitória 🏆,2 x 0,Blaz 2G,Ryu,1799,7,3136287548,JF-Keydash,Guile,Classic,1722,-77,Inferior,Zoner,C,False,Sim,V-V,"Normal, Over Drive (OD)",Nenhum
2026-05-13,Quarta-feira,20:43,Noite,37,14,Ranqueada,Player 1,Vitória 🏆,2 x 0,Blaz 2G,Ryu,1792,6,3136287548,JF-Keydash,Guile,Classic,1729,-63,Inferior,Zoner,C,False,Sim,V-V,"Normal, Normal",Nenhum
2026-05-13,Quarta-feira,20:40,Noite,36,13,Ranqueada,Player 1,Vitória 🏆,2 x 0,Blaz 2G,Ryu,1786,6,2214690449,TruQuito,Dee Jay,Classic,1699,-87,Inferior,Rushdown,B,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-13,Quarta-feira,20:39,Noite,35,12,Ranqueada,Player 1,Vitória 🏆,2 x 0,Blaz 2G,Ryu,1780,6,2214690449,TruQuito,Dee Jay,Classic,1705,-75,Inferior,Rushdown,B,False,Sim,V-V,"Normal, Super Art (SA)",Nenhum
2026-05-13,Quarta-feira,20:37,Noite,34,11,Ranqueada,Player 2,Vitória 🏆,0 x 2,Blaz 2G,Ryu,1774,6,2166466393,Chango X,Luke,Modern,1685,-89,Inferior,All-Rounder,?,False,Sim,V-V,"Normal, Normal",Nenhum
